src,ext,size,predicted_dest,audio_group
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Gangsta Blac - twist it hit light it.wav,.wav,255330,/Users/camerondixon/Music/OrganizedLibrary/04 FX,FX
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Dirty Red - dump yo body in da river.wav,.wav,260054,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Snares
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Represent the city.wav,.wav,1100314,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Took my bond.wav,.wav,1100314,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Dirty Red - niggas betta.wav,.wav,153742,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Snares
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - cock ya tone.wav,.wav,629390,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - fuc em.wav,.wav,1169614,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - fuck these niggas.wav,.wav,703414,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Squeeky now let the bass drop.wav,.wav,200990,/Users/camerondixon/Music/OrganizedLibrary/02 Bass,Bass
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/scarface movie sample fuck you mang.wav,.wav,217530,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Snares
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Nigga nigga screw.wav,.wav,553126,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Indo G - I think i got that chronic floatin in my brain.wav,.wav,559302,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Hats/Shakers
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Skitzo - niggas jackin doin everything.wav,.wav,578566,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - wit the glock sawed off.wav,.wav,549854,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Fela - PLayas gang foe playas only.wav,.wav,488670,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Kicks
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Paul - Pimp Shit.wav,.wav,159254,/Users/camerondixon/Music/OrganizedLibrary/04 FX,FX
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - a nigga just kickin flow.wav,.wav,1114550,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Paul - Serial Killa.wav,.wav,504966,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Kicks
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Squeeky - stop off at the liqour sto.wav,.wav,645566,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Indo G - i oh i gots the ansa.wav,.wav,522290,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Screw - Me and DJ Screw nam sayinn.wav,.wav,854614,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Paul - ridin clean.wav,.wav,697298,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Snares
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Fela - one day later.wav,.wav,486974,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Snares
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Hard D - Think a blunt hangin from my mouf.wav,.wav,524290,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - lettin off lead when i pull da trigger.wav,.wav,405558,/Users/camerondixon/Music/OrganizedLibrary/03 Synths & Leads,Synth
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Dirty Red - I Pulled my gat.wav,.wav,1082202,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Indo G - Chicken got me goin like pyscho.wav,.wav,613642,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Dirty Red - Ratata lets u know that we aint playin.wav,.wav,598678,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Hats/Shakers
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Dirty Red - ak47.wav,.wav,1085354,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Kicks
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Drankin on the drank.wav,.wav,216438,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Zirk - Get High.wav,.wav,608130,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - southside nigga.wav,.wav,1157802,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Pimpsta sample.wav,.wav,1417678,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Dj Paul - swishas full.wav,.wav,267930,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - Flippin up the slab.wav,.wav,1143626,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Silkk Tha Shocker - how im gonna die.wav,.wav,1131026,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Dirty Red - leave em dead.wav,.wav,600254,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - we could gank.wav,.wav,157922,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - stoppin tryin count the spokes.wav,.wav,953842,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - On my wrist.wav,.wav,1322390,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Screw - off that mtuhafuckin drank.wav,.wav,615882,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Hats/Shakers
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Gangsta Blac - cheifin hay.wav,.wav,1389330,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Eerie E - playin Petty freaks.wav,.wav,653014,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Big Mac - Pistol Packin murdera mane.wav,.wav,2422530,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Fela - play ya roll.wav,.wav,247818,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Pimp C - Smokin weed since a kid.wav,.wav,1187730,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Evil Pimp - High as birds.wav,.wav,1411378,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Slikk tha shocker - goin out wit a bang.wav,.wav,607342,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - 9 IN The bourbon.wav,.wav,1324754,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Lil Keke - comin down blowin tree.wav,.wav,553126,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - too straight a nigga.wav,.wav,629390,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Flex - smoke that dope.wav,.wav,277378,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Hats/Shakers
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Flex - get high.wav,.wav,279122,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Screw - got them threes in my closet.wav,.wav,620122,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - run like a trick bitch.wav,.wav,1238370,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Kingpin Skinny Pimp - So High So High.wav,.wav,1400354,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Southpark Scratchin.wav,.wav,1316214,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - boom pop motherfucker drop.wav,.wav,328382,/Users/camerondixon/Music/OrganizedLibrary/04 FX,FX
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Dirty Red - strapped like jap.wav,.wav,602614,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Zirk - sellin dat dope.wav,.wav,137990,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Lady B - narcs kick da shit in twice.wav,.wav,590438,/Users/camerondixon/Music/OrganizedLibrary/01 Drums/Kicks,Kicks
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - hittin em to the left.wav,.wav,1167254,/Users/camerondixon/Music/OrganizedLibrary/04 FX,FX
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Squeeky - clientele and im high as hell.wav,.wav,565846,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Criminal Mane - Bitches Blowin.wav,.wav,679318,/Users/camerondixon/Music/OrganizedLibrary/01 Drums/Percussion/Misc Perc,Percussion/Rimshots
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Come Down the slab.wav,.wav,549066,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - Imma G.wav,.wav,1171190,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/2 Nes - Skulls crack.wav,.wav,607342,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Screw - Lay Low.wav,.wav,662466,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - boom boom boom dead mfr.wav,.wav,475950,/Users/camerondixon/Music/OrganizedLibrary/04 FX,FX
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/capa.wav,.wav,21305458,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - damn fool.wav,.wav,1167254,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - Dig A Bigger dish.wav,.wav,1126302,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Hataz dont wanna see me make it.wav,.wav,1169614,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Too Short - Bictches hoes and all that shit.wav,.wav,619942,/Users/camerondixon/Music/OrganizedLibrary/04 FX,Hats/Shakers
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - take a niggas shit and run away.wav,.wav,549730,/Users/camerondixon/Music/OrganizedLibrary/04 FX,FX
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Lick and Stick tha Paper.wav,.wav,607342,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Hats/Shakers
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Already had that fuckin grill.wav,.wav,1097954,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Hats/Shakers
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Indo G - Bud to the flame.wav,.wav,612066,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - tryin take my fuckin lac.wav,.wav,1167254,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Hang a man.wav,.wav,1167254,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - Atlanta.wav,.wav,1172766,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Squeeky Lay it down chant.wav,.wav,144290,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - cuz im bout my business.wav,.wav,236790,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Hard D - Paranoid fulla dat dope.wav,.wav,654046,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Wide Shiftin.wav,.wav,1315302,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - mane i saw dat shit.wav,.wav,581958,/Users/camerondixon/Music/OrganizedLibrary/04 FX,FX
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Lil E - Ridin in the chevy.wav,.wav,532770,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/2 Nes - anotha victim.wav,.wav,2880854,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - Brake Yo Self.wav,.wav,561522,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Dirty Red - fucked up on dem drizzugs.wav,.wav,247454,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Snares
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - knock em off ya game talking.wav,.wav,7011230,/Users/camerondixon/Music/OrganizedLibrary/05 Vocals/Vocal One Shots,Vocal
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Fela - We dont needs no fuckin moeee.wav,.wav,421490,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Snares
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Dirty Red - breakin bustas off.wav,.wav,543554,/Users/camerondixon/Music/OrganizedLibrary/06 Loops & Grooves/Breakbeats/Unsorted BPM,Breakbeat Loop
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - Fuc uncle sam.wav,.wav,1170402,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - but i need some cheese.wav,.wav,643022,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/2 Nes - Takin and breakin.wav,.wav,529378,/Users/camerondixon/Music/OrganizedLibrary/06 Loops & Grooves/Breakbeats/Unsorted BPM,Breakbeat Loop
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Fulla of da kilo.wav,.wav,549854,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - ridin hoopty thing.wav,.wav,629390,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - Ridin thru the fukin sky.wav,.wav,1167254,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Mc Twist - This Is The House.wav,.wav,483702,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Nba Jams.wav,.wav,1125514,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Dirty Red - 5 0 leavin you dead on arrival.wav,.wav,600254,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - You dont see what i see.wav,.wav,1128666,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Hats/Shakers
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Dirty Red - livin like an assassin.wav,.wav,1097166,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - if you steppin wrong.wav,.wav,742246,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - holdin on my gat.wav,.wav,565770,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Sound - Beat em down.wav,.wav,617578,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - When i come thru.wav,.wav,290222,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Fela - smokin on sum indo.wav,.wav,585290,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Big Mac - one to tha eight.wav,.wav,628602,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Squeeky get buck.wav,.wav,486854,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Livewire - pimp shit.wav,.wav,570086,/Users/camerondixon/Music/OrganizedLibrary/04 FX,FX
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - watch me bend a corna.wav,.wav,575630,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Gangsta Boo - gin N TANQUERY.wav,.wav,1473286,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Indo G - If I die befo i wake smoke a blunt.wav,.wav,1047554,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Livewire - pro pimpin.wav,.wav,566694,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Screw - lookin foe sum yellas.wav,.wav,620970,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Lord Infamous - toe up fukin wit da liqour and dat bud.wav,.wav,550642,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/2 Nes - stealin shit.wav,.wav,135626,/Users/camerondixon/Music/OrganizedLibrary/04 FX,FX
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Dirty Red - shoot them thangs.wav,.wav,600254,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Kicks
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Livewire - pockets gettin low.wav,.wav,574266,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Slim Thug - finger flippin.wav,.wav,593206,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Livewire - slay a bitch.wav,.wav,566390,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Jimi - sucka nigga dick.wav,.wav,224070,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Screw - Kick in my doe.wav,.wav,662466,/Users/camerondixon/Music/OrganizedLibrary/01 Drums/Kicks,Kicks
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Bustas cant see me screw loop.wav,.wav,1158242,/Users/camerondixon/Music/OrganizedLibrary/06 Loops & Grooves/All Styles/Unsorted BPM,Loop
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Fela - pimpin my game.wav,.wav,250602,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Fela - drunk as shit.wav,.wav,106870,/Users/camerondixon/Music/OrganizedLibrary/04 FX,FX
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Paul - Once Again.wav,.wav,154530,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Soufside.wav,.wav,146282,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Snares
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Big Mac - Down for my crown g.wav,.wav,530166,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Snares
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Still sippin drank.wav,.wav,1095590,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Ready to spray a jacka.wav,.wav,1161742,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Imma straight wreck.wav,.wav,291918,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Lil Troy - smokin big killa.wav,.wav,459834,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Norf to da souf.wav,.wav,735462,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Livewire - project junt.wav,.wav,142654,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Snares
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Livewire - drop to yo knees.wav,.wav,573478,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - imm shootin i take ya life.wav,.wav,1167254,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Zirk - smokin swisha sweets.wav,.wav,634538,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Fat Pat - Black on Black crime.wav,.wav,1160166,/Users/camerondixon/Music/OrganizedLibrary/01 Drums/Percussion/Misc Perc,Percussion/Rimshots
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Hoes cant fade me.wav,.wav,583654,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Dirty Red - dont fw a ghetto souljah.wav,.wav,226978,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Snares
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Evil Pimp - Blaze da blunt cheif da junt.wav,.wav,709714,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/DJ Livewire - bitch slayer.wav,.wav,567966,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/SUC - Pistol Grip Glock.wav,.wav,1189302,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/Immortal Lowlife - deez hataz in my face.wav,.wav,1161742,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,One Shot
/Volumes/My Mac/Ableton/Sample Folders/Memphis Acapellas/2 Nes - Glock Sound.wav,.wav,183666,/Users/camerondixon/Music/OrganizedLibrary/07 One Shots,Snares
